Produktnamn;EAN;Pris;Ordinarie pris;Länk;Bildlänk
Versace Pro Ansiktskräm;7392112397350;1428,45;;http://example.com/product/7392112397350;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Star Nutrition Whey Yogamatta;7391968620146;609,84;;http://example.com/product/7391968620146;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Asus Bluetooth Skärmskydd Large;7365934354833;1359,29;;http://example.com/product/7365934354833;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Dove Fresh Mascara 500ml;7336610584064;754,82;;http://example.com/product/7336610584064;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Better Bodies Seamless Vattenflaska;7325664797737;776,27;;http://example.com/product/7325664797737;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Tefal Smart Städmopp;7312850698046;1449,55;;http://example.com/product/7312850698046;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Dogman Beef Katthalsband;7376558655991;943,32;1485,18;http://example.com/product/7376558655991;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Hugo Boss Men Balsam 50ml;7383053160292;683,10;;http://example.com/product/7383053160292;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Dior Repair Deodorant;7388436045968;91,94;;http://example.com/product/7388436045968;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Star Nutrition Whey Protein;7384709262724;419,84;;http://example.com/product/7384709262724;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Whiskas Adult Hundleksak 50ml;7322321344196;1451,29;;http://example.com/product/7322321344196;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Nivea Fresh Deodorant;7335797442412;1242,40;;http://example.com/product/7335797442412;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Better Bodies Black Träningstights;7325105120677;1220,38;1502,88;http://example.com/product/7325105120677;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Philips Noise Cancelling Tangentbord 2-pack;7393777898702;281,74;;http://example.com/product/7393777898702;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Whiskas Chicken Katthalsband 1kg;7344217954356;1414,52;;http://example.com/product/7344217954356;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Pedigree Beef Tuggben;7341369396268;815,83;;http://example.com/product/7341369396268;https://placehold.co/400x400/e2e8f0/1e293b?text=Tuggben
Philips Ultra Skärmskydd 1kg;7374869406861;88,16;;http://example.com/product/7374869406861;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Versace Volume Deodorant 1kg;7323276440759;878,78;;http://example.com/product/7323276440759;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Samsung Gaming Gaming Mus 500ml;7372459753192;1391,35;;http://example.com/product/7372459753192;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
IKEA Smart Tvättmedel;7339728021393;55,74;;http://example.com/product/7339728021393;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Purina Sensitive Hundleksak 50ml;7314667169473;713,89;946,51;http://example.com/product/7314667169473;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Bosch Power Stekpanna;7390084449034;640,05;778,92;http://example.com/product/7390084449034;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Apple Bluetooth Powerbank 50ml;7317133122898;510,99;;http://example.com/product/7317133122898;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Gymshark Whey BCAA Large;7335521168195;1128,13;;http://example.com/product/7335521168195;https://placehold.co/400x400/e2e8f0/1e293b?text=BCAA
Purina Junior Kattmat 1kg;7349352234811;423,84;;http://example.com/product/7349352234811;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Royal Canin Chicken Bajspåsar;7363928604458;1330,03;2073,03;http://example.com/product/7363928604458;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Gymshark Black Sport-BH 50ml;7378107474532;1139,85;;http://example.com/product/7378107474532;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Gymshark Performance Yogamatta 500ml;7385469452366;1480,70;;http://example.com/product/7385469452366;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Dogman Adult Hundfoder;7318792432157;54,89;;http://example.com/product/7318792432157;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Nintendo Wireless Gaming Mus 500ml;7316993998607;1101,01;1691,48;http://example.com/product/7316993998607;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Tefal Smart Städmopp;7333404947257;947,43;;http://example.com/product/7333404947257;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Nike Pro Vattenflaska;7347281264865;822,93;1116,54;http://example.com/product/7347281264865;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Fiskars Original Stekpanna Large;7378648044107;562,71;;http://example.com/product/7378648044107;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Philips Original Stekpanna Large;7314370952377;1348,93;;http://example.com/product/7314370952377;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Philips Bluetooth USB-kabel Large;7367087120884;1162,53;1757,07;http://example.com/product/7367087120884;https://placehold.co/400x400/e2e8f0/1e293b?text=USB-kabel
Star Nutrition Pro BCAA;7355797513764;1278,92;;http://example.com/product/7355797513764;https://placehold.co/400x400/e2e8f0/1e293b?text=BCAA
Head & Shoulders Volume Mascara Large;7376191585659;1085,37;;http://example.com/product/7376191585659;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Philips Ultra Tangentbord Large;7372620016803;477,05;;http://example.com/product/7372620016803;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Whiskas Chicken Bajspåsar Large;7319574525643;482,18;599,74;http://example.com/product/7319574525643;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Fiskars Smart Diskmedel;7369573171992;111,76;149,27;http://example.com/product/7369573171992;https://placehold.co/400x400/e2e8f0/1e293b?text=Diskmedel
Hugo Boss Gold Parfym 500ml;7338141308332;1197,01;1633,40;http://example.com/product/7338141308332;https://placehold.co/400x400/e2e8f0/1e293b?text=Parfym
Via Original Doftljus 500ml;7398980947803;145,95;;http://example.com/product/7398980947803;https://placehold.co/400x400/e2e8f0/1e293b?text=Doftljus
Sony Pro Laddare 50ml;7339209105812;884,03;1376,44;http://example.com/product/7339209105812;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Star Nutrition Black Vattenflaska;7311117871568;847,29;1073,36;http://example.com/product/7311117871568;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Fiskars Power LED Lampa;7342940471509;1199,67;;http://example.com/product/7342940471509;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
Nike Seamless Träningstights 500ml;7391099643342;666,88;869,72;http://example.com/product/7391099643342;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Tefal Smart Stekpanna 2-pack;7337906973609;1295,60;;http://example.com/product/7337906973609;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Purina Junior Tuggben;7328055000912;1194,29;1846,00;http://example.com/product/7328055000912;https://placehold.co/400x400/e2e8f0/1e293b?text=Tuggben
Pedigree Junior Kattmat 2-pack;7341302351981;1250,41;;http://example.com/product/7341302351981;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Gymshark Seamless Vattenflaska;7341879940983;56,87;;http://example.com/product/7341879940983;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Dogman Adult Katthalsband;7367295673121;208,67;;http://example.com/product/7367295673121;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Logitech Ultra Hörlurar 1kg;7367514792753;796,62;1153,64;http://example.com/product/7367514792753;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Via Classic Stekpanna;7350071454458;1490,48;1849,08;http://example.com/product/7350071454458;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Logitech Wireless Hörlurar 500ml;7351449062510;1170,40;;http://example.com/product/7351449062510;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Nintendo Fast Tangentbord 50ml;7321425329536;333,63;;http://example.com/product/7321425329536;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Dogman Adult Hundleksak;7323760191886;657,27;;http://example.com/product/7323760191886;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Yes Power LED Lampa 1kg;7325173426007;135,05;206,80;http://example.com/product/7325173426007;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
Asus Fast Tangentbord Large;7353466275668;116,50;172,72;http://example.com/product/7353466275668;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Better Bodies Whey Vattenflaska 50ml;7325255041810;1464,37;;http://example.com/product/7325255041810;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Gymshark Black Sport-BH 1kg;7386544590105;1192,42;;http://example.com/product/7386544590105;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Adidas Isolate Sport-BH 2-pack;7356608296385;1215,08;;http://example.com/product/7356608296385;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Adidas Performance Träningstights 2-pack;7389734532161;255,31;;http://example.com/product/7389734532161;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Gymshark Isolate Sport-BH;7356785569115;797,88;974,32;http://example.com/product/7356785569115;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Pedigree Large Breed Bajspåsar Large;7344160119566;1321,06;1788,50;http://example.com/product/7344160119566;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Dove Active Schampo;7315785304046;1353,33;;http://example.com/product/7315785304046;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Purina Chicken Hundleksak 2-pack;7393058253431;879,13;;http://example.com/product/7393058253431;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Purina Adult Hundfoder;7380151755845;1106,61;;http://example.com/product/7380151755845;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Royal Canin Chicken Bajspåsar;7347680916823;1314,42;;http://example.com/product/7347680916823;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Philips Classic Städmopp 1kg;7345443438966;1277,84;;http://example.com/product/7345443438966;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
IKEA Power Diskmedel 500ml;7376443980597;305,70;;http://example.com/product/7376443980597;https://placehold.co/400x400/e2e8f0/1e293b?text=Diskmedel
Whiskas Sensitive Hundfoder 1kg;7319642159072;955,90;;http://example.com/product/7319642159072;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
JBL Ultra Laddare 50ml;7374049093783;337,28;;http://example.com/product/7374049093783;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Purina Adult Tuggben;7380784919442;1454,72;;http://example.com/product/7380784919442;https://placehold.co/400x400/e2e8f0/1e293b?text=Tuggben
Samsung Bluetooth Hörlurar 50ml;7366091215402;1231,83;;http://example.com/product/7366091215402;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Royal Canin Large Breed Hundleksak;7311708807590;685,35;;http://example.com/product/7311708807590;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Samsung Fast Tangentbord 1kg;7347568056252;823,51;;http://example.com/product/7347568056252;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Nike Performance Yogamatta;7335422123622;1449,59;2071,59;http://example.com/product/7335422123622;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Apple Fast Laddare 500ml;7366038705637;112,12;155,87;http://example.com/product/7366038705637;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Whiskas Sensitive Hundleksak;7317875110057;188,63;;http://example.com/product/7317875110057;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Nivea Volume Parfym 2-pack;7395983892083;372,83;515,75;http://example.com/product/7395983892083;https://placehold.co/400x400/e2e8f0/1e293b?text=Parfym
Pedigree Junior Hundfoder Large;7324250039592;1195,25;;http://example.com/product/7324250039592;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
JBL Wireless USB-kabel 2-pack;7349245085546;1473,63;;http://example.com/product/7349245085546;https://placehold.co/400x400/e2e8f0/1e293b?text=USB-kabel
Asus Bluetooth Gaming Mus Large;7372669074487;304,65;;http://example.com/product/7372669074487;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Hugo Boss Fresh Schampo 1kg;7394018518678;1438,26;;http://example.com/product/7394018518678;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Versace Sensitive Schampo;7318248472682;1394,57;;http://example.com/product/7318248472682;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Dogman Large Breed Kattmat Large;7352218167917;1434,83;;http://example.com/product/7352218167917;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
IKEA Smart Kniv 500ml;7332739788422;556,99;;http://example.com/product/7332739788422;https://placehold.co/400x400/e2e8f0/1e293b?text=Kniv
Nike Whey Sport-BH;7323864247937;1357,52;;http://example.com/product/7323864247937;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Royal Canin Adult Kattmat 50ml;7339567611532;1165,84;1407,19;http://example.com/product/7339567611532;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Nivea Fresh Schampo 500ml;7313363881147;752,50;;http://example.com/product/7313363881147;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Asus Ultra Gaming Mus 1kg;7348888903470;1455,17;;http://example.com/product/7348888903470;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Dove Pro Balsam;7337406672572;167,33;246,27;http://example.com/product/7337406672572;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Dior Men Balsam 2-pack;7335728630702;184,04;;http://example.com/product/7335728630702;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Dogman Beef Bajspåsar Large;7349813446407;1226,58;1836,61;http://example.com/product/7349813446407;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Nike Performance Yogamatta;7328700537635;1147,95;;http://example.com/product/7328700537635;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Bosch Smart Tvättmedel;7372898067016;714,23;928,68;http://example.com/product/7372898067016;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Nivea Fresh Deodorant 2-pack;7343590647184;1005,94;1355,72;http://example.com/product/7343590647184;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Philips Eco LED Lampa;7351036345264;618,47;;http://example.com/product/7351036345264;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
Tefal Classic LED Lampa;7331437707881;1061,38;1399,24;http://example.com/product/7331437707881;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
JBL Pro Laddare 500ml;7320267494973;503,00;;http://example.com/product/7320267494973;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Better Bodies Pro Vattenflaska;7381728396874;880,25;1122,46;http://example.com/product/7381728396874;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Asus Fast Gaming Mus;7378561733934;1030,11;1327,77;http://example.com/product/7378561733934;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
L'Oreal Men Deodorant 50ml;7375627871928;1120,78;;http://example.com/product/7375627871928;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Pedigree Junior Katthalsband;7355120752817;755,76;1067,83;http://example.com/product/7355120752817;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Asus Noise Cancelling Gaming Mus;7364325309432;171,31;;http://example.com/product/7364325309432;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Star Nutrition Performance Protein 2-pack;7395617104982;833,57;;http://example.com/product/7395617104982;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Star Nutrition Performance Protein 50ml;7356704371209;1478,09;2152,03;http://example.com/product/7356704371209;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Adidas Whey Protein 2-pack;7383666723330;1210,64;;http://example.com/product/7383666723330;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Pedigree Beef Hundfoder;7340555234512;387,19;;http://example.com/product/7340555234512;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
JBL Pro Laddare;7395562301884;117,15;161,16;http://example.com/product/7395562301884;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Royal Canin Adult Katthalsband;7371320990665;460,14;;http://example.com/product/7371320990665;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Tefal Soft Tvättmedel 1kg;7337146826214;308,53;432,71;http://example.com/product/7337146826214;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Gillette Fresh Ansiktskräm Large;7354119918969;251,18;;http://example.com/product/7354119918969;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Sony Ultra Tangentbord 500ml;7363901402573;162,37;;http://example.com/product/7363901402573;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Dogman Large Breed Hundfoder;7388034737648;770,74;;http://example.com/product/7388034737648;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Philips Classic Tvättmedel;7320528003528;371,57;;http://example.com/product/7320528003528;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
