Produktnamn;EAN;Pris;Ordinarie pris;Länk;Bildlänk
Via Soft Kastrull 2-pack;7336077001834;1718,55;2430,91;http://example.com/product/7336077001834?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Ipren Mint Nässpray;7391353664066;1716,59;;http://example.com/product/7391353664066?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
H&M Blue T-shirt 2-pack;7372575256558;362,53;;http://example.com/product/7372575256558?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Alvedon Mint Nässpray 1kg;7393261835819;1581,01;;http://example.com/product/7393261835819?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
Whiskas Chicken Hundleksak;7345497836909;151,46;;http://example.com/product/7345497836909?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
JBL Fast Laptop;7338534713810;657,71;;http://example.com/product/7338534713810?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Philips Classic Tvättmedel 50ml;7397872659430;2320,95;;http://example.com/product/7397872659430?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Royal Canin Chicken Hundfoder;7322521752070;1821,52;;http://example.com/product/7322521752070?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Ipren Mint Handkräm 1kg;7350124429213;1164,87;;http://example.com/product/7350124429213?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Apple Gaming Powerbank 500ml;7327918122418;746,71;1011,36;http://example.com/product/7327918122418?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Head & Shoulders Sensitive Rakhyvel 1kg;7324444414202;819,38;1011,48;http://example.com/product/7324444414202?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Rakhyvel
Jotun Ergo Målarfärg;7369603790115;131,80;;http://example.com/product/7369603790115?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
DeWalt Heavy Duty Hammare;7341383315182;1343,81;;http://example.com/product/7341383315182?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Gillette Men Balsam;7371811082039;796,45;1025,95;http://example.com/product/7371811082039?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Zoegas Grill Nötter 50ml;7352354076939;537,63;709,81;http://example.com/product/7352354076939?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
Apple Bluetooth Powerbank 50ml;7316727163923;1856,50;;http://example.com/product/7316727163923?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Marabou Zero Chips;7323196699348;1700,88;;http://example.com/product/7323196699348?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Nike Oversized Kalsonger;7387069020898;2359,55;;http://example.com/product/7387069020898?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kalsonger
IKEA Classic Kastrull;7317459731884;810,92;;http://example.com/product/7317459731884?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Zoegas Saltad Chips XL;7351009194553;2212,25;;http://example.com/product/7351009194553?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Makita Vit Såg 50ml;7344329740177;2226,31;2682,19;http://example.com/product/7344329740177?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Beckers Heavy Duty Arbetsbyxa XL;7353331982345;325,19;;http://example.com/product/7353331982345?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Löfbergs Zero Läsk;7344175466681;811,32;;http://example.com/product/7344175466681?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Turtle Wax 5W-30 Torkarblad;7395509890918;92,14;;http://example.com/product/7395509890918?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Electrolux Smart Städmopp XL;7315605855535;1268,02;;http://example.com/product/7315605855535?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Flux Forte Handkräm 1kg;7391824710620;1804,12;;http://example.com/product/7391824710620?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Head & Shoulders Active Mascara;7342129312206;1979,92;2576,79;http://example.com/product/7342129312206?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Hugo Boss Pro Parfym;7362655236345;86,48;;http://example.com/product/7362655236345?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Parfym
Levi's Summer Jacka;7313956314929;359,63;;http://example.com/product/7313956314929?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Bahco Heavy Duty Tumstock 2-pack;7379760034791;695,19;;http://example.com/product/7379760034791?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Nintendo Pro Hörlurar;7396696909218;1126,44;1366,57;http://example.com/product/7396696909218?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Philips Classic Städmopp 50ml;7339230864058;1377,28;;http://example.com/product/7339230864058?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Fiskars Large Kastrull;7389849001001;1884,57;2510,47;http://example.com/product/7389849001001?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
JBL Gaming Laptop 500ml;7345903460804;326,29;;http://example.com/product/7345903460804?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Bahco Ergo Tumstock 50ml;7380298641034;1365,55;1898,73;http://example.com/product/7380298641034?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Asus Noise Cancelling Skärmskydd 500ml;7389711716409;1825,58;;http://example.com/product/7389711716409?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Ralph Lauren Oversized Klänning XL;7340092040498;1648,05;;http://example.com/product/7340092040498?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Levi's Oversized Jacka 2-pack;7332688933438;291,80;;http://example.com/product/7332688933438?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Adidas Dry-Fit Protein XL;7328458948239;933,72;;http://example.com/product/7328458948239?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Nintendo Noise Cancelling Tangentbord 2-pack;7394274096608;103,86;;http://example.com/product/7394274096608?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Royal Canin Grain Free Hundleksak 2-pack;7368555066687;194,13;245,82;http://example.com/product/7368555066687?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Coca-Cola Saltad Kaffe 500ml;7386542763318;959,54;;http://example.com/product/7386542763318?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Alvedon Kids Plåster XL;7313954896555;1865,14;2561,54;http://example.com/product/7313954896555?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Zara Black Klänning;7325561457105;502,56;;http://example.com/product/7325561457105?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
OLW Saltad Kaffe 50ml;7325642837235;52,38;;http://example.com/product/7325642837235?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Royal Canin Sensitive Kattmat;7333810671340;2324,57;3485,89;http://example.com/product/7333810671340?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Philips Power Stekpanna;7369214761717;570,32;;http://example.com/product/7369214761717?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Nintendo Bluetooth Hörlurar 50ml;7376094366075;397,71;;http://example.com/product/7376094366075?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Nivea Gold Balsam;7331320583368;72,51;;http://example.com/product/7331320583368?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Apple Bluetooth Laddare;7357713533254;838,45;;http://example.com/product/7357713533254?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Marabou Mjölkchoklad Läsk;7395265337309;1421,81;;http://example.com/product/7395265337309?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Mobil1 5W-30 Bilvax;7332916951298;735,21;;http://example.com/product/7332916951298?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Gymshark Pro Protein 2-pack;7357042205073;230,18;;http://example.com/product/7357042205073?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Pedigree Junior Katthalsband 50ml;7346873627533;2474,16;;http://example.com/product/7346873627533?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Dogman Junior Kattmat;7368026880714;1963,13;;http://example.com/product/7368026880714?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Ralph Lauren Summer Klänning;7358419255853;446,34;594,63;http://example.com/product/7358419255853?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Asus Ultra Powerbank 1kg;7381572141506;553,02;;http://example.com/product/7381572141506?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Via Soft Tvättmedel 50ml;7318228036526;1351,29;;http://example.com/product/7318228036526?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Pepsodent Daily Tandkräm;7338147266060;886,75;;http://example.com/product/7338147266060?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
Bosch 5W-30 Torkarblad;7374279422189;1130,26;;http://example.com/product/7374279422189?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Whiskas Sensitive Katthalsband 2-pack;7311905773986;2442,29;;http://example.com/product/7311905773986?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Ipren Kids Tandkräm 2-pack;7324962966330;2631,82;;http://example.com/product/7324962966330?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
Marabou Original Läsk 500ml;7364562589868;1858,29;2318,14;http://example.com/product/7364562589868?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Jotun 18V Arbetsbyxa 50ml;7383897109192;1239,87;;http://example.com/product/7383897109192?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Gillette Men Ansiktskräm;7375213413142;1208,19;;http://example.com/product/7375213413142?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Makita Ergo Såg;7372721563607;1322,28;1711,40;http://example.com/product/7372721563607?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Dior Men Schampo 2-pack;7339225206158;2357,06;;http://example.com/product/7339225206158?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Yes Large Städmopp 50ml;7375040178108;877,71;;http://example.com/product/7375040178108?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
H&M Slim Fit Jacka 2-pack;7321720914118;283,03;;http://example.com/product/7321720914118?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Ralph Lauren Slim Fit Skjorta 500ml;7338149790667;1183,56;;http://example.com/product/7338149790667?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
IKEA Original Stekpanna 50ml;7361607397228;1333,91;;http://example.com/product/7361607397228?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Purina Grain Free Bajspåsar;7357349881430;1120,43;;http://example.com/product/7357349881430?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Nike Black Protein 2-pack;7310319785210;1558,46;;http://example.com/product/7310319785210?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
OLW Mjölkchoklad Chokladkaka 500ml;7328343330198;1503,45;;http://example.com/product/7328343330198?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Alvedon Mint Värktablett XL;7391833263812;1850,20;;http://example.com/product/7391833263812?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Bosch Winter Spolarvätska;7369796748459;1576,42;2356,97;http://example.com/product/7369796748459?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Pepsi Saltad Läsk 2-pack;7360934776748;2775,55;;http://example.com/product/7360934776748?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Flux Forte Munskölj 2-pack;7333549882829;2078,66;2606,53;http://example.com/product/7333549882829?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Munskölj
IKEA Soft Tvättmedel XL;7384335639886;1929,29;;http://example.com/product/7384335639886?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Levi's Summer Kalsonger;7397221151564;45,66;;http://example.com/product/7397221151564?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kalsonger
Star Nutrition Seamless Yogamatta 2-pack;7370191260598;863,57;;http://example.com/product/7370191260598?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Flux Original Värktablett XL;7315123094343;1974,38;2661,36;http://example.com/product/7315123094343?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Whey Träningstights 50ml;7368841392034;603,47;;http://example.com/product/7368841392034?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Yes Large Städmopp;7398533428353;1326,78;;http://example.com/product/7398533428353?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Yes Original Tvättmedel 500ml;7342410324361;195,28;;http://example.com/product/7342410324361?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Orijen Sensitive Hundfoder;7333706060167;1910,77;;http://example.com/product/7333706060167?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Coca-Cola Grill Chips;7319155112854;2509,49;;http://example.com/product/7319155112854?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Dior Fresh Deodorant 2-pack;7374770279287;244,01;;http://example.com/product/7374770279287?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Estrella Original Chokladkaka;7313474640877;1141,95;1572,03;http://example.com/product/7313474640877?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Meguiars Extreme Avfettning;7343153363987;1529,07;;http://example.com/product/7343153363987?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Flux Kids Tandkräm;7322713245097;2316,75;;http://example.com/product/7322713245097?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
OLW Saltad Chokladkaka;7399409411121;1239,54;;http://example.com/product/7399409411121?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Beckers 18V Målarfärg 50ml;7389635964481;1294,98;;http://example.com/product/7389635964481?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Sony Fast Tangentbord;7323509041781;2110,25;3120,11;http://example.com/product/7323509041781?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Apple Pro Laptop 50ml;7366661051827;2561,07;;http://example.com/product/7366661051827?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Adidas Performance Vattenflaska 1kg;7373447144396;1465,13;;http://example.com/product/7373447144396?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Apple Ultra USB-kabel;7364948507777;1600,75;;http://example.com/product/7364948507777?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=USB-kabel
IKEA Classic Kastrull;7330046496289;834,82;;http://example.com/product/7330046496289?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
L'Oreal Gold Mascara 2-pack;7397676160692;1398,76;;http://example.com/product/7397676160692?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Oral-B Original Värktablett;7369587138853;987,58;;http://example.com/product/7369587138853?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Zoegas Original Kaffe 2-pack;7342013299909;1220,75;;http://example.com/product/7342013299909?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Purina Beef Hundleksak 500ml;7312363686944;1408,43;1780,80;http://example.com/product/7312363686944?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Bosch Winter Avfettning 500ml;7378654010213;1757,76;;http://example.com/product/7378654010213?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Bosch Vit Målarfärg 500ml;7313593407120;2565,39;;http://example.com/product/7313593407120?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Pepsi Saltad Kaffe 1kg;7317983545199;630,12;;http://example.com/product/7317983545199?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Coca-Cola Dark Roast Chips XL;7357206735505;566,62;;http://example.com/product/7357206735505?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Makita Pro Hammare;7311127015204;474,16;617,77;http://example.com/product/7311127015204?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Pepsodent Gel Värktablett;7318030770939;1279,80;1673,61;http://example.com/product/7318030770939?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Makita Heavy Duty Skruvdragare;7365866619314;1006,61;1298,81;http://example.com/product/7365866619314?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
ACO Kids Vitaminer 1kg;7321478894298;1703,74;;http://example.com/product/7321478894298?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Vitaminer
H&M Black Jeans 500ml;7388656860466;1782,13;2148,88;http://example.com/product/7388656860466?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Jeans
Whiskas Beef Katthalsband XL;7335072632515;2539,28;;http://example.com/product/7335072632515?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Orijen Chicken Hundfoder;7318570964415;1821,53;;http://example.com/product/7318570964415?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Jotun Matt Arbetsbyxa XL;7396218788198;1753,85;;http://example.com/product/7396218788198?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Nike Classic Jacka XL;7363685878268;2676,16;;http://example.com/product/7363685878268?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Gymshark Pro BCAA;7358595134646;843,90;;http://example.com/product/7358595134646?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=BCAA
Jotun Vit Såg;7380230630459;492,08;660,72;http://example.com/product/7380230630459?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Löfbergs Zero Nötter 2-pack;7319729692787;1175,74;1432,68;http://example.com/product/7319729692787?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
Bosch Nano Bilvax 500ml;7318446427686;1004,96;;http://example.com/product/7318446427686?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Whiskas Adult Kattmat;7347393572993;2243,87;3314,80;http://example.com/product/7347393572993?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Zara Summer T-shirt 2-pack;7349633684157;2548,18;;http://example.com/product/7349633684157?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Versace Repair Deodorant;7360647649125;1567,90;;http://example.com/product/7360647649125?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
L'Oreal Pro Mascara;7316142829273;1812,86;;http://example.com/product/7316142829273?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Bosch Vit Skruvdragare 500ml;7352390820703;815,25;;http://example.com/product/7352390820703?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
OLW Grill Chokladkaka;7317225263560;398,68;;http://example.com/product/7317225263560?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Orijen Grain Free Hundfoder;7343036057297;687,12;;http://example.com/product/7343036057297?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Zara Vintage Kalsonger 50ml;7355343468510;1388,16;;http://example.com/product/7355343468510?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kalsonger
Yes Power LED Lampa 500ml;7327883217944;57,79;;http://example.com/product/7327883217944?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
Dogman Sensitive Hundleksak 1kg;7351728218779;2050,42;3027,39;http://example.com/product/7351728218779?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Berocca Daily Plåster;7365659712035;420,63;;http://example.com/product/7365659712035?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Makita Pro Tumstock 2-pack;7364417734973;79,35;118,02;http://example.com/product/7364417734973?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Turtle Wax 5W-30 Motorolja;7343411809459;1996,17;;http://example.com/product/7343411809459?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Motorolja
Marabou Zero Kaffe 1kg;7348151439416;825,28;;http://example.com/product/7348151439416?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
IKEA Original Kniv XL;7347370190826;2031,08;2713,10;http://example.com/product/7347370190826?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Kniv
Makita Set Tumstock;7387567034306;1048,89;;http://example.com/product/7387567034306?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Sony Bluetooth Tangentbord 1kg;7395874168035;865,84;;http://example.com/product/7395874168035?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Bosch Pro Målarfärg;7332333521235;920,83;;http://example.com/product/7332333521235?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Star Nutrition Isolate Sport-BH;7328523662669;1182,56;1621,25;http://example.com/product/7328523662669?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
DeWalt Matt Såg;7337027236389;2157,38;;http://example.com/product/7337027236389?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Berocca Gel Plåster 500ml;7374000338371;590,80;;http://example.com/product/7374000338371?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Levi's Classic T-shirt 500ml;7326599451125;36,57;;http://example.com/product/7326599451125?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Orijen Sensitive Bajspåsar 50ml;7381248807597;1072,19;;http://example.com/product/7381248807597?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Turtle Wax Shine Spolarvätska;7358103903978;2183,69;2828,28;http://example.com/product/7358103903978?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Royal Canin Chicken Bajspåsar;7324888410207;1172,17;1539,76;http://example.com/product/7324888410207?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Star Nutrition Seamless Yogamatta 500ml;7344987474033;217,02;;http://example.com/product/7344987474033?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Royal Canin Junior Hundfoder 50ml;7384698210611;1192,60;;http://example.com/product/7384698210611?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
L'Oreal Men Ansiktskräm;7354696653053;356,55;;http://example.com/product/7354696653053?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Electrolux Smart Städmopp 2-pack;7389993326327;1965,70;;http://example.com/product/7389993326327?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Adidas Oversized Klänning 500ml;7318849304630;2218,54;2861,49;http://example.com/product/7318849304630?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Bosch Soft Diskmedel;7333792392947;1538,91;;http://example.com/product/7333792392947?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Diskmedel
Logitech Pro Laddare 50ml;7346860922948;962,68;;http://example.com/product/7346860922948?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Meguiars Shine Torkarblad XL;7341207632598;2257,06;;http://example.com/product/7341207632598?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Philips Smart Städmopp;7334819753778;495,34;;http://example.com/product/7334819753778?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Löfbergs Zero Ostbågar;7319003921191;272,80;;http://example.com/product/7319003921191?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Levi's Summer Klänning 500ml;7353894358321;1444,30;;http://example.com/product/7353894358321?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Pepsodent Max Plåster;7345779969283;949,14;1398,30;http://example.com/product/7345779969283?store=Kicks;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
