Produktnamn;EAN;Pris;Ordinarie pris;Länk;Bildlänk
Apple Bluetooth Powerbank 50ml;7316727163923;1666,85;;http://example.com/product/7316727163923?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Marabou Zero Chips;7323196699348;1575,91;;http://example.com/product/7323196699348?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Philips Power Tvättmedel;7368692231079;1555,46;;http://example.com/product/7368692231079?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Dogman Chicken Tuggben;7341315217222;954,21;;http://example.com/product/7341315217222?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tuggben
Makita Vit Såg 50ml;7344329740177;2139,91;;http://example.com/product/7344329740177?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Beckers Heavy Duty Arbetsbyxa XL;7353331982345;329,16;443,99;http://example.com/product/7353331982345?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Löfbergs Zero Läsk;7344175466681;803,64;;http://example.com/product/7344175466681?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Turtle Wax 5W-30 Torkarblad;7395509890918;88,08;125,30;http://example.com/product/7395509890918?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Jotun Heavy Duty Såg;7347863585644;1871,21;;http://example.com/product/7347863585644?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Flux Forte Handkräm 1kg;7391824710620;1524,00;;http://example.com/product/7391824710620?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Head & Shoulders Active Mascara;7342129312206;2031,15;;http://example.com/product/7342129312206?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Hugo Boss Pro Parfym;7362655236345;82,67;;http://example.com/product/7362655236345?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Parfym
Levi's Summer Jacka;7313956314929;367,87;;http://example.com/product/7313956314929?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Nintendo Pro Hörlurar;7396696909218;1203,33;;http://example.com/product/7396696909218?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Philips Classic Städmopp 50ml;7339230864058;1345,04;;http://example.com/product/7339230864058?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Fiskars Large Kastrull;7389849001001;2011,02;2444,00;http://example.com/product/7389849001001?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Alvedon Max Nässpray 50ml;7399706380337;1402,82;;http://example.com/product/7399706380337?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
JBL Gaming Laptop 500ml;7345903460804;339,54;;http://example.com/product/7345903460804?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Bahco Ergo Tumstock 50ml;7380298641034;1265,65;;http://example.com/product/7380298641034?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Asus Noise Cancelling Skärmskydd 500ml;7389711716409;1726,67;;http://example.com/product/7389711716409?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Ralph Lauren Oversized Klänning XL;7340092040498;1770,92;;http://example.com/product/7340092040498?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Levi's Oversized Jacka 2-pack;7332688933438;282,22;;http://example.com/product/7332688933438?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Purina Adult Katthalsband 500ml;7328824930270;1960,50;;http://example.com/product/7328824930270?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Royal Canin Grain Free Hundleksak 2-pack;7368555066687;200,38;;http://example.com/product/7368555066687?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Coca-Cola Saltad Kaffe 500ml;7386542763318;1125,29;;http://example.com/product/7386542763318?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Zara Black Klänning;7325561457105;448,11;;http://example.com/product/7325561457105?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
OLW Saltad Kaffe 50ml;7325642837235;58,60;;http://example.com/product/7325642837235?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Nivea Gold Balsam;7331320583368;78,90;;http://example.com/product/7331320583368?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Apple Bluetooth Laddare;7357713533254;809,35;;http://example.com/product/7357713533254?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Gillette Pro Ansiktskräm 1kg;7318284438892;1431,03;;http://example.com/product/7318284438892?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Marabou Mjölkchoklad Läsk;7395265337309;1604,15;;http://example.com/product/7395265337309?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Mobil1 5W-30 Bilvax;7332916951298;761,55;;http://example.com/product/7332916951298?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Gymshark Pro Protein 2-pack;7357042205073;285,77;;http://example.com/product/7357042205073?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
L'Oreal Pro Rakhyvel 1kg;7356510716042;1593,22;2061,00;http://example.com/product/7356510716042?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Rakhyvel
Pedigree Junior Katthalsband 50ml;7346873627533;2207,41;3087,03;http://example.com/product/7346873627533?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Dogman Junior Kattmat;7368026880714;1711,21;;http://example.com/product/7368026880714?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Ralph Lauren Summer Klänning;7358419255853;474,09;;http://example.com/product/7358419255853?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Asus Ultra Powerbank 1kg;7381572141506;536,90;706,27;http://example.com/product/7381572141506?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Via Soft Tvättmedel 50ml;7318228036526;1414,40;1778,19;http://example.com/product/7318228036526?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Pepsodent Daily Tandkräm;7338147266060;948,00;;http://example.com/product/7338147266060?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
Bosch 5W-30 Torkarblad;7374279422189;1319,74;;http://example.com/product/7374279422189?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Jotun Matt Hammare;7395558106640;2002,11;;http://example.com/product/7395558106640?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Whiskas Sensitive Katthalsband 2-pack;7311905773986;2399,55;;http://example.com/product/7311905773986?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
L'Oreal Gold Ansiktskräm;7371591646384;2536,34;;http://example.com/product/7371591646384?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Marabou Original Läsk 500ml;7364562589868;1864,26;;http://example.com/product/7364562589868?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Royal Canin Chicken Hundleksak XL;7336709161184;1508,61;;http://example.com/product/7336709161184?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Gillette Men Ansiktskräm;7375213413142;1255,42;;http://example.com/product/7375213413142?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
H&M Slim Fit Jacka 2-pack;7321720914118;237,51;;http://example.com/product/7321720914118?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Ralph Lauren Slim Fit Skjorta 500ml;7338149790667;1195,93;;http://example.com/product/7338149790667?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
IKEA Original Stekpanna 50ml;7361607397228;1368,16;;http://example.com/product/7361607397228?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Levi's Oversized Jacka;7319673712017;1873,27;;http://example.com/product/7319673712017?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Beckers 18V Arbetsbyxa;7377806286565;263,01;;http://example.com/product/7377806286565?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Purina Grain Free Bajspåsar;7357349881430;1249,77;;http://example.com/product/7357349881430?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
OLW Mjölkchoklad Chokladkaka 500ml;7328343330198;1521,13;;http://example.com/product/7328343330198?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Philips Ultra Laptop 50ml;7371447568783;898,53;;http://example.com/product/7371447568783?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Pepsi Saltad Läsk 2-pack;7360934776748;2521,99;;http://example.com/product/7360934776748?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Berocca Forte Värktablett 2-pack;7331495862180;1779,25;;http://example.com/product/7331495862180?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
ACO Mint Nässpray 1kg;7382111017621;481,55;628,83;http://example.com/product/7382111017621?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
Gant Blue Jacka;7327062718120;1436,59;;http://example.com/product/7327062718120?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Coca-Cola Zero Nötter;7331306360902;1288,39;;http://example.com/product/7331306360902?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
IKEA Soft Tvättmedel XL;7384335639886;1813,80;;http://example.com/product/7384335639886?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Levi's Summer Kalsonger;7397221151564;50,12;;http://example.com/product/7397221151564?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kalsonger
Star Nutrition Seamless Yogamatta 2-pack;7370191260598;796,21;;http://example.com/product/7370191260598?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Flux Original Värktablett XL;7315123094343;2279,44;;http://example.com/product/7315123094343?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Whey Träningstights 50ml;7368841392034;718,08;1041,41;http://example.com/product/7368841392034?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Yes Large Städmopp;7398533428353;1625,30;2276,04;http://example.com/product/7398533428353?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Pedigree Adult Hundleksak;7373197735467;2070,89;;http://example.com/product/7373197735467?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Orijen Sensitive Hundfoder;7333706060167;1700,86;;http://example.com/product/7333706060167?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Dior Repair Schampo;7357003450334;1181,06;;http://example.com/product/7357003450334?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Nivea Repair Ansiktskräm 2-pack;7356060847089;1358,93;;http://example.com/product/7356060847089?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Dior Fresh Deodorant 2-pack;7374770279287;307,07;;http://example.com/product/7374770279287?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Meguiars Extreme Avfettning;7343153363987;1725,87;;http://example.com/product/7343153363987?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Flux Kids Tandkräm;7322713245097;2107,01;2707,74;http://example.com/product/7322713245097?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
OLW Saltad Chokladkaka;7399409411121;1118,88;;http://example.com/product/7399409411121?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Beckers 18V Målarfärg 50ml;7389635964481;1318,88;;http://example.com/product/7389635964481?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Sony Fast Tangentbord;7323509041781;2204,12;;http://example.com/product/7323509041781?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Apple Pro Laptop 50ml;7366661051827;2510,08;;http://example.com/product/7366661051827?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Apple Ultra USB-kabel;7364948507777;1553,82;;http://example.com/product/7364948507777?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=USB-kabel
IKEA Classic Kastrull;7330046496289;838,33;1224,92;http://example.com/product/7330046496289?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
L'Oreal Gold Mascara 2-pack;7397676160692;1725,69;;http://example.com/product/7397676160692?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Zoegas Original Kaffe 2-pack;7342013299909;1463,32;;http://example.com/product/7342013299909?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Logitech Pro Gaming Mus 2-pack;7340440415953;2199,48;;http://example.com/product/7340440415953?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Purina Beef Hundleksak 500ml;7312363686944;1660,82;;http://example.com/product/7312363686944?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Mobil1 Shine Bilvax;7340785970757;1434,87;;http://example.com/product/7340785970757?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Gymshark Dry-Fit Sport-BH;7387144147961;1404,21;;http://example.com/product/7387144147961?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Castrol Extreme Avfettning;7388159925385;544,15;;http://example.com/product/7388159925385?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Pepsi Saltad Kaffe 1kg;7317983545199;566,64;;http://example.com/product/7317983545199?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Sony Bluetooth Skärmskydd 2-pack;7316582249854;741,24;;http://example.com/product/7316582249854?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Coca-Cola Dark Roast Chips XL;7357206735505;600,54;;http://example.com/product/7357206735505?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Makita Pro Hammare;7311127015204;453,99;672,06;http://example.com/product/7311127015204?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Pepsodent Gel Värktablett;7318030770939;1358,78;;http://example.com/product/7318030770939?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Dry-Fit Löparskor 500ml;7343564523661;559,84;;http://example.com/product/7343564523661?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Löparskor
ACO Kids Vitaminer 1kg;7321478894298;1639,25;;http://example.com/product/7321478894298?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Vitaminer
Orijen Chicken Hundfoder;7318570964415;2103,88;3133,53;http://example.com/product/7318570964415?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Gant Vintage Jeans;7378120853982;1422,90;;http://example.com/product/7378120853982?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jeans
Zara Blue Skjorta;7336896522497;730,81;;http://example.com/product/7336896522497?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
Jotun Matt Arbetsbyxa XL;7396218788198;2225,00;;http://example.com/product/7396218788198?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Electrolux Soft Kastrull;7320075887938;2077,37;;http://example.com/product/7320075887938?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Nike Classic Jacka XL;7363685878268;2160,30;3103,95;http://example.com/product/7363685878268?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Gymshark Pro BCAA;7358595134646;808,74;;http://example.com/product/7358595134646?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=BCAA
Jotun Vit Såg;7380230630459;444,90;;http://example.com/product/7380230630459?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Löfbergs Zero Nötter 2-pack;7319729692787;1047,14;1327,70;http://example.com/product/7319729692787?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
Bosch Nano Bilvax 500ml;7318446427686;1043,68;;http://example.com/product/7318446427686?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Whiskas Adult Kattmat;7347393572993;2569,04;;http://example.com/product/7347393572993?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
L'Oreal Pro Mascara;7316142829273;1894,19;;http://example.com/product/7316142829273?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Bosch Vit Skruvdragare 500ml;7352390820703;1046,31;1468,46;http://example.com/product/7352390820703?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
Orijen Grain Free Hundfoder;7343036057297;657,58;;http://example.com/product/7343036057297?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Mobil1 Shine Bilvax;7357698995008;1316,09;;http://example.com/product/7357698995008?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Zara Vintage Kalsonger 50ml;7355343468510;1407,99;;http://example.com/product/7355343468510?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kalsonger
Mobil1 5W-30 Avfettning 2-pack;7318504810647;784,78;;http://example.com/product/7318504810647?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Berocca Daily Plåster;7365659712035;552,19;;http://example.com/product/7365659712035?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Makita Pro Tumstock 2-pack;7364417734973;80,01;;http://example.com/product/7364417734973?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Turtle Wax 5W-30 Motorolja;7343411809459;1872,51;2661,76;http://example.com/product/7343411809459?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Motorolja
Bosch Set Hammare;7392170895899;370,27;;http://example.com/product/7392170895899?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
IKEA Original Kniv XL;7347370190826;1684,88;;http://example.com/product/7347370190826?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kniv
Makita Set Tumstock;7387567034306;1044,42;;http://example.com/product/7387567034306?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Bosch Pro Målarfärg;7332333521235;772,20;;http://example.com/product/7332333521235?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Star Nutrition Isolate Sport-BH;7328523662669;972,49;;http://example.com/product/7328523662669?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
DeWalt Matt Såg;7337027236389;2214,70;;http://example.com/product/7337027236389?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Berocca Gel Plåster 500ml;7374000338371;521,14;;http://example.com/product/7374000338371?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Purina Chicken Kattmat 50ml;7398060973662;910,95;1253,24;http://example.com/product/7398060973662?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Levi's Classic T-shirt 500ml;7326599451125;36,83;;http://example.com/product/7326599451125?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Orijen Sensitive Bajspåsar 50ml;7381248807597;839,11;;http://example.com/product/7381248807597?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Turtle Wax Shine Spolarvätska;7358103903978;2315,49;2979,11;http://example.com/product/7358103903978?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Royal Canin Chicken Bajspåsar;7324888410207;1415,99;1978,78;http://example.com/product/7324888410207?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Pepsi Zero Ostbågar;7331562310915;1469,89;;http://example.com/product/7331562310915?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Star Nutrition Seamless Yogamatta 500ml;7344987474033;272,75;371,49;http://example.com/product/7344987474033?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Marabou Dark Roast Nötter 1kg;7333966654708;952,14;;http://example.com/product/7333966654708?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
Zara Slim Fit Klänning;7318299603288;307,51;;http://example.com/product/7318299603288?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
L'Oreal Men Ansiktskräm;7354696653053;425,12;;http://example.com/product/7354696653053?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Electrolux Smart Städmopp 2-pack;7389993326327;1790,82;;http://example.com/product/7389993326327?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Adidas Oversized Klänning 500ml;7318849304630;1993,26;;http://example.com/product/7318849304630?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Pepsodent Gel Handkräm;7365938643899;1099,19;;http://example.com/product/7365938643899?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Bosch Soft Diskmedel;7333792392947;1418,49;;http://example.com/product/7333792392947?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Diskmedel
Samsung Gaming Gaming Mus;7323887778619;1837,83;;http://example.com/product/7323887778619?store=Clas Ohlson;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
