Produktnamn;EAN;Pris;Ordinarie pris;Länk;Bildlänk
Hugo Boss Pro Parfym;7362655236345;85,32;106,03;http://example.com/product/7362655236345?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Parfym
Bosch Shine Bilvax;7313882268450;2273,60;;http://example.com/product/7313882268450?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Purina Adult Hundfoder;7328525555735;1190,98;;http://example.com/product/7328525555735?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Bahco Heavy Duty Tumstock 2-pack;7379760034791;724,83;;http://example.com/product/7379760034791?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Philips Classic Städmopp 50ml;7339230864058;1371,06;2045,95;http://example.com/product/7339230864058?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Fiskars Large Kastrull;7389849001001;1761,45;;http://example.com/product/7389849001001?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Dove Repair Balsam 50ml;7367960532225;1407,26;;http://example.com/product/7367960532225?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
JBL Gaming Laptop 500ml;7345903460804;292,04;;http://example.com/product/7345903460804?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Bahco Ergo Tumstock 50ml;7380298641034;1375,94;;http://example.com/product/7380298641034?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Levi's Oversized Jacka 2-pack;7332688933438;326,67;;http://example.com/product/7332688933438?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Adidas Dry-Fit Protein XL;7328458948239;1120,08;;http://example.com/product/7328458948239?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Coca-Cola Saltad Kaffe 500ml;7386542763318;925,14;;http://example.com/product/7386542763318?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
OLW Saltad Chips XL;7383254120397;1001,14;;http://example.com/product/7383254120397?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Alvedon Kids Plåster XL;7313954896555;2055,25;;http://example.com/product/7313954896555?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Zara Black Klänning;7325561457105;446,98;605,68;http://example.com/product/7325561457105?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
OLW Saltad Kaffe 50ml;7325642837235;53,98;;http://example.com/product/7325642837235?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Royal Canin Sensitive Kattmat;7333810671340;2445,55;;http://example.com/product/7333810671340?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Nivea Gold Balsam;7331320583368;83,28;;http://example.com/product/7331320583368?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Apple Bluetooth Laddare;7357713533254;835,67;1041,30;http://example.com/product/7357713533254?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Nintendo Ultra Laddare 500ml;7338537170515;1843,49;2291,14;http://example.com/product/7338537170515?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Gillette Pro Ansiktskräm 1kg;7318284438892;1093,10;;http://example.com/product/7318284438892?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Marabou Mjölkchoklad Läsk;7395265337309;1677,21;;http://example.com/product/7395265337309?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Mobil1 5W-30 Bilvax;7332916951298;803,76;;http://example.com/product/7332916951298?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Gymshark Pro Protein 2-pack;7357042205073;221,87;;http://example.com/product/7357042205073?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
L'Oreal Pro Rakhyvel 1kg;7356510716042;1518,37;;http://example.com/product/7356510716042?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Rakhyvel
Pedigree Junior Katthalsband 50ml;7346873627533;2298,08;;http://example.com/product/7346873627533?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Dogman Junior Kattmat;7368026880714;1911,65;2377,53;http://example.com/product/7368026880714?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Ralph Lauren Summer Klänning;7358419255853;452,91;;http://example.com/product/7358419255853?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Asus Ultra Powerbank 1kg;7381572141506;592,98;;http://example.com/product/7381572141506?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Bosch 5W-30 Torkarblad;7374279422189;1393,79;1805,80;http://example.com/product/7374279422189?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Hugo Boss Men Schampo 2-pack;7371512979676;2140,73;;http://example.com/product/7371512979676?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Jotun Matt Hammare;7395558106640;1697,08;;http://example.com/product/7395558106640?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Whiskas Sensitive Katthalsband 2-pack;7311905773986;2578,80;;http://example.com/product/7311905773986?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
L'Oreal Gold Ansiktskräm;7371591646384;2229,83;;http://example.com/product/7371591646384?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Ipren Kids Tandkräm 2-pack;7324962966330;2497,95;;http://example.com/product/7324962966330?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
Marabou Original Läsk 500ml;7364562589868;1918,14;;http://example.com/product/7364562589868?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Gillette Men Ansiktskräm;7375213413142;1058,11;;http://example.com/product/7375213413142?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Dior Men Schampo 2-pack;7339225206158;1976,93;;http://example.com/product/7339225206158?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Yes Large Städmopp 50ml;7375040178108;907,87;1148,70;http://example.com/product/7375040178108?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
H&M Slim Fit Jacka 2-pack;7321720914118;314,05;;http://example.com/product/7321720914118?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Ralph Lauren Slim Fit Skjorta 500ml;7338149790667;1347,61;;http://example.com/product/7338149790667?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
Levi's Oversized Jacka;7319673712017;1631,20;;http://example.com/product/7319673712017?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Beckers 18V Arbetsbyxa;7377806286565;228,17;278,94;http://example.com/product/7377806286565?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Purina Grain Free Bajspåsar;7357349881430;1205,96;;http://example.com/product/7357349881430?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Alvedon Mint Värktablett XL;7391833263812;2184,85;;http://example.com/product/7391833263812?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Bosch Winter Spolarvätska;7369796748459;1317,02;;http://example.com/product/7369796748459?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Coca-Cola Zero Nötter;7331306360902;1233,54;;http://example.com/product/7331306360902?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
IKEA Soft Tvättmedel XL;7384335639886;1653,01;2388,07;http://example.com/product/7384335639886?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Zoegas Dark Roast Ostbågar 500ml;7372943076038;1941,61;;http://example.com/product/7372943076038?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Star Nutrition Seamless Yogamatta 2-pack;7370191260598;847,79;;http://example.com/product/7370191260598?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Flux Original Värktablett XL;7315123094343;2107,07;;http://example.com/product/7315123094343?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Whey Träningstights 50ml;7368841392034;722,54;;http://example.com/product/7368841392034?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Yes Original Tvättmedel 500ml;7342410324361;196,71;;http://example.com/product/7342410324361?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Pedigree Adult Hundleksak;7373197735467;2194,16;;http://example.com/product/7373197735467?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Coca-Cola Grill Chips;7319155112854;2439,84;;http://example.com/product/7319155112854?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Dior Repair Schampo;7357003450334;1169,73;;http://example.com/product/7357003450334?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
OLW Saltad Chokladkaka;7399409411121;1040,59;;http://example.com/product/7399409411121?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Beckers 18V Målarfärg 50ml;7389635964481;1575,59;2244,27;http://example.com/product/7389635964481?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Sony Fast Tangentbord;7323509041781;2073,58;;http://example.com/product/7323509041781?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Apple Pro Laptop 50ml;7366661051827;2163,03;;http://example.com/product/7366661051827?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Adidas Performance Vattenflaska 1kg;7373447144396;1633,54;;http://example.com/product/7373447144396?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Apple Ultra USB-kabel;7364948507777;1565,61;;http://example.com/product/7364948507777?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=USB-kabel
IKEA Classic Kastrull;7330046496289;819,91;;http://example.com/product/7330046496289?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
L'Oreal Gold Mascara 2-pack;7397676160692;1823,81;;http://example.com/product/7397676160692?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Oral-B Original Värktablett;7369587138853;1143,19;;http://example.com/product/7369587138853?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
DeWalt Set Arbetsbyxa;7382000156131;2787,67;3486,64;http://example.com/product/7382000156131?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Logitech Pro Gaming Mus 2-pack;7340440415953;2321,50;;http://example.com/product/7340440415953?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Mobil1 Shine Bilvax;7340785970757;1536,87;;http://example.com/product/7340785970757?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Pepsodent Forte Värktablett 50ml;7346292571936;1059,14;1521,31;http://example.com/product/7346292571936?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Dry-Fit Sport-BH;7387144147961;1364,40;1848,19;http://example.com/product/7387144147961?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Samsung Pro Laptop 50ml;7333921551713;81,33;;http://example.com/product/7333921551713?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Castrol Extreme Avfettning;7388159925385;546,92;;http://example.com/product/7388159925385?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Bosch Vit Målarfärg 500ml;7313593407120;2775,93;3347,55;http://example.com/product/7313593407120?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Sony Bluetooth Skärmskydd 2-pack;7316582249854;706,88;;http://example.com/product/7316582249854?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Makita Pro Hammare;7311127015204;466,84;;http://example.com/product/7311127015204?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Pepsodent Gel Värktablett;7318030770939;1339,40;;http://example.com/product/7318030770939?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Dry-Fit Löparskor 500ml;7343564523661;595,63;;http://example.com/product/7343564523661?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Löparskor
Makita Heavy Duty Skruvdragare;7365866619314;1055,48;;http://example.com/product/7365866619314?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
H&M Black Jeans 500ml;7388656860466;1867,52;;http://example.com/product/7388656860466?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Jeans
Whiskas Beef Katthalsband XL;7335072632515;2564,18;;http://example.com/product/7335072632515?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Orijen Chicken Hundfoder;7318570964415;1799,44;;http://example.com/product/7318570964415?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Gant Vintage Jeans;7378120853982;1404,85;1811,94;http://example.com/product/7378120853982?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Jeans
Zara Blue Skjorta;7336896522497;678,95;;http://example.com/product/7336896522497?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
Electrolux Soft Kastrull;7320075887938;1744,26;;http://example.com/product/7320075887938?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Nike Classic Jacka XL;7363685878268;2472,81;;http://example.com/product/7363685878268?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Gymshark Pro BCAA;7358595134646;790,99;;http://example.com/product/7358595134646?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=BCAA
Jotun Vit Såg;7380230630459;515,91;;http://example.com/product/7380230630459?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Whiskas Adult Kattmat;7347393572993;2149,59;;http://example.com/product/7347393572993?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Castrol Nano Motorolja;7392903348339;1412,77;;http://example.com/product/7392903348339?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Motorolja
Versace Repair Deodorant;7360647649125;1283,43;1732,24;http://example.com/product/7360647649125?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
L'Oreal Pro Mascara;7316142829273;2022,60;2606,35;http://example.com/product/7316142829273?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Bosch Vit Skruvdragare 500ml;7352390820703;996,99;;http://example.com/product/7352390820703?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
OLW Grill Chokladkaka;7317225263560;394,72;;http://example.com/product/7317225263560?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Mobil1 Shine Bilvax;7357698995008;1225,34;1612,21;http://example.com/product/7357698995008?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Zara Vintage Kalsonger 50ml;7355343468510;1333,85;1895,24;http://example.com/product/7355343468510?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kalsonger
Yes Power LED Lampa 500ml;7327883217944;51,99;;http://example.com/product/7327883217944?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
Mobil1 5W-30 Avfettning 2-pack;7318504810647;712,41;;http://example.com/product/7318504810647?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Makita Pro Tumstock 2-pack;7364417734973;85,35;;http://example.com/product/7364417734973?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Bosch Set Hammare;7392170895899;301,65;;http://example.com/product/7392170895899?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Marabou Zero Kaffe 1kg;7348151439416;865,57;1277,84;http://example.com/product/7348151439416?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
IKEA Original Kniv XL;7347370190826;1964,99;;http://example.com/product/7347370190826?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kniv
Makita Set Tumstock;7387567034306;912,00;;http://example.com/product/7387567034306?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
DeWalt Matt Såg;7337027236389;2452,42;;http://example.com/product/7337027236389?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Purina Chicken Kattmat 50ml;7398060973662;931,40;;http://example.com/product/7398060973662?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Levi's Classic T-shirt 500ml;7326599451125;35,63;;http://example.com/product/7326599451125?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Orijen Sensitive Bajspåsar 50ml;7381248807597;920,32;;http://example.com/product/7381248807597?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Turtle Wax Shine Spolarvätska;7358103903978;2275,13;;http://example.com/product/7358103903978?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Royal Canin Chicken Bajspåsar;7324888410207;1211,58;;http://example.com/product/7324888410207?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
Gymshark Pro Träningstights;7388605369082;2106,11;;http://example.com/product/7388605369082?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Pepsi Zero Ostbågar;7331562310915;1644,73;;http://example.com/product/7331562310915?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Star Nutrition Seamless Yogamatta 500ml;7344987474033;222,74;;http://example.com/product/7344987474033?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Royal Canin Junior Hundfoder 50ml;7384698210611;1509,25;;http://example.com/product/7384698210611?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Zara Slim Fit Klänning;7318299603288;281,62;;http://example.com/product/7318299603288?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
L'Oreal Men Ansiktskräm;7354696653053;358,49;;http://example.com/product/7354696653053?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Meguiars Extreme Bilvax;7363368972519;1676,64;;http://example.com/product/7363368972519?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Adidas Oversized Klänning 500ml;7318849304630;2141,50;2740,37;http://example.com/product/7318849304630?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Asus Pro Skärmskydd 1kg;7384425115846;49,10;68,68;http://example.com/product/7384425115846?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Pepsodent Gel Handkräm;7365938643899;1264,16;;http://example.com/product/7365938643899?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Bosch Soft Diskmedel;7333792392947;1272,57;;http://example.com/product/7333792392947?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Diskmedel
Castrol Nano Torkarblad;7310885560981;1283,22;;http://example.com/product/7310885560981?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Meguiars Shine Torkarblad XL;7341207632598;1989,77;2631,77;http://example.com/product/7341207632598?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Philips Smart Städmopp;7334819753778;525,32;;http://example.com/product/7334819753778?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
Löfbergs Zero Ostbågar;7319003921191;275,02;;http://example.com/product/7319003921191?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Pepsodent Max Plåster;7345779969283;888,01;;http://example.com/product/7345779969283?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Mobil1 5W-30 Fälgrengöring XL;7394102109001;2058,73;;http://example.com/product/7394102109001?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Fälgrengöring
L'Oreal Sensitive Mascara;7335672462553;1895,32;2483,48;http://example.com/product/7335672462553?store=Lyko;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
