Produktnamn;EAN;Pris;Ordinarie pris;Länk;Bildlänk
Better Bodies Pro Vattenflaska;7344636036039;742,63;925,75;http://example.com/product/7344636036039?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Head & Shoulders Men Schampo 1kg;7381536722524;564,17;;http://example.com/product/7381536722524?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Via Classic Kniv XL;7394472480029;1011,85;;http://example.com/product/7394472480029?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kniv
Ipren Mint Nässpray;7391353664066;1458,61;1833,15;http://example.com/product/7391353664066?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
Gymshark Whey Sport-BH 50ml;7386301932687;1210,35;;http://example.com/product/7386301932687?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
L'Oreal Active Schampo;7397808743756;518,85;;http://example.com/product/7397808743756?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Alvedon Mint Nässpray 1kg;7393261835819;1760,47;;http://example.com/product/7393261835819?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
Puma Isolate Löparskor 50ml;7315272950028;323,71;;http://example.com/product/7315272950028?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Löparskor
Whiskas Chicken Hundleksak;7345497836909;136,74;;http://example.com/product/7345497836909?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
JBL Fast Laptop;7338534713810;683,58;;http://example.com/product/7338534713810?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Philips Classic Tvättmedel 50ml;7397872659430;2712,54;;http://example.com/product/7397872659430?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Ipren Mint Handkräm 1kg;7350124429213;1161,86;;http://example.com/product/7350124429213?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Head & Shoulders Sensitive Rakhyvel 1kg;7324444414202;991,23;;http://example.com/product/7324444414202?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Rakhyvel
DeWalt Heavy Duty Hammare;7341383315182;1359,29;;http://example.com/product/7341383315182?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Gillette Men Balsam;7371811082039;683,01;;http://example.com/product/7371811082039?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Bosch Winter Motorolja 50ml;7320267822210;635,50;;http://example.com/product/7320267822210?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Motorolja
Dior Men Deodorant 1kg;7364670236679;287,45;347,54;http://example.com/product/7364670236679?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Dogman Grain Free Hundfoder XL;7351175471699;1408,82;1967,15;http://example.com/product/7351175471699?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Apple Bluetooth Powerbank 50ml;7316727163923;2245,10;;http://example.com/product/7316727163923?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Powerbank
Marabou Zero Chips;7323196699348;1615,97;2169,69;http://example.com/product/7323196699348?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Dogman Chicken Tuggben;7341315217222;873,11;;http://example.com/product/7341315217222?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tuggben
Makita Vit Såg 50ml;7344329740177;2152,07;;http://example.com/product/7344329740177?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Beckers Heavy Duty Arbetsbyxa XL;7353331982345;331,29;;http://example.com/product/7353331982345?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Löfbergs Zero Läsk;7344175466681;934,09;;http://example.com/product/7344175466681?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Turtle Wax 5W-30 Torkarblad;7395509890918;73,30;;http://example.com/product/7395509890918?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Torkarblad
Jotun Heavy Duty Såg;7347863585644;1766,05;;http://example.com/product/7347863585644?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Flux Forte Handkräm 1kg;7391824710620;1641,33;;http://example.com/product/7391824710620?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Handkräm
Head & Shoulders Active Mascara;7342129312206;2000,40;;http://example.com/product/7342129312206?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Hugo Boss Pro Parfym;7362655236345;81,57;;http://example.com/product/7362655236345?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Parfym
Bahco Heavy Duty Tumstock 2-pack;7379760034791;896,26;;http://example.com/product/7379760034791?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Nintendo Pro Hörlurar;7396696909218;1167,73;;http://example.com/product/7396696909218?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Meguiars Extreme Avfettning 1kg;7345464156928;2636,77;;http://example.com/product/7345464156928?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Fiskars Large Kastrull;7389849001001;2276,60;;http://example.com/product/7389849001001?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Dove Repair Balsam 50ml;7367960532225;1316,42;;http://example.com/product/7367960532225?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Better Bodies Dry-Fit Sport-BH 2-pack;7360662482981;837,75;;http://example.com/product/7360662482981?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Alvedon Max Nässpray 50ml;7399706380337;1468,89;;http://example.com/product/7399706380337?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Nässpray
Bahco Ergo Tumstock 50ml;7380298641034;1199,77;1740,86;http://example.com/product/7380298641034?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Asus Noise Cancelling Skärmskydd 500ml;7389711716409;1986,31;2866,27;http://example.com/product/7389711716409?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Ralph Lauren Oversized Klänning XL;7340092040498;1459,55;;http://example.com/product/7340092040498?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Levi's Oversized Jacka 2-pack;7332688933438;299,65;;http://example.com/product/7332688933438?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Adidas Dry-Fit Protein XL;7328458948239;886,72;;http://example.com/product/7328458948239?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Nintendo Noise Cancelling Tangentbord 2-pack;7394274096608;105,41;;http://example.com/product/7394274096608?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Purina Adult Katthalsband 500ml;7328824930270;1880,68;;http://example.com/product/7328824930270?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Coca-Cola Saltad Kaffe 500ml;7386542763318;934,66;;http://example.com/product/7386542763318?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
OLW Saltad Chips XL;7383254120397;1084,47;;http://example.com/product/7383254120397?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Alvedon Kids Plåster XL;7313954896555;1772,54;2337,69;http://example.com/product/7313954896555?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Zara Black Klänning;7325561457105;399,76;;http://example.com/product/7325561457105?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
OLW Saltad Kaffe 50ml;7325642837235;48,28;;http://example.com/product/7325642837235?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Royal Canin Sensitive Kattmat;7333810671340;2392,14;;http://example.com/product/7333810671340?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Philips Power Stekpanna;7369214761717;453,78;;http://example.com/product/7369214761717?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Stekpanna
Nintendo Bluetooth Hörlurar 50ml;7376094366075;459,02;;http://example.com/product/7376094366075?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hörlurar
Nivea Gold Balsam;7331320583368;79,83;;http://example.com/product/7331320583368?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Balsam
Nintendo Ultra Laddare 500ml;7338537170515;1982,70;;http://example.com/product/7338537170515?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Laddare
Gillette Pro Ansiktskräm 1kg;7318284438892;1205,46;;http://example.com/product/7318284438892?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Marabou Mjölkchoklad Läsk;7395265337309;1583,21;2188,31;http://example.com/product/7395265337309?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Mobil1 5W-30 Bilvax;7332916951298;736,24;;http://example.com/product/7332916951298?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Gymshark Pro Protein 2-pack;7357042205073;231,01;;http://example.com/product/7357042205073?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Protein
Pedigree Junior Katthalsband 50ml;7346873627533;2303,09;;http://example.com/product/7346873627533?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
Dogman Junior Kattmat;7368026880714;1807,73;;http://example.com/product/7368026880714?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Nivea Pro Mascara;7364213387145;1762,21;;http://example.com/product/7364213387145?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
Pepsodent Daily Tandkräm;7338147266060;882,07;;http://example.com/product/7338147266060?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
Hugo Boss Men Schampo 2-pack;7371512979676;2638,77;;http://example.com/product/7371512979676?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Jotun Matt Hammare;7395558106640;2034,92;;http://example.com/product/7395558106640?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Whiskas Sensitive Katthalsband 2-pack;7311905773986;2308,94;;http://example.com/product/7311905773986?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Katthalsband
L'Oreal Gold Ansiktskräm;7371591646384;2449,49;;http://example.com/product/7371591646384?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Marabou Original Läsk 500ml;7364562589868;2232,25;;http://example.com/product/7364562589868?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Royal Canin Chicken Hundleksak XL;7336709161184;1463,00;;http://example.com/product/7336709161184?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Gillette Men Ansiktskräm;7375213413142;1066,80;1501,94;http://example.com/product/7375213413142?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Dior Men Schampo 2-pack;7339225206158;2083,19;2566,42;http://example.com/product/7339225206158?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Yes Large Städmopp 50ml;7375040178108;910,97;;http://example.com/product/7375040178108?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Städmopp
H&M Slim Fit Jacka 2-pack;7321720914118;261,94;;http://example.com/product/7321720914118?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Ralph Lauren Slim Fit Skjorta 500ml;7338149790667;1353,09;;http://example.com/product/7338149790667?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
Levi's Oversized Jacka;7319673712017;1559,51;;http://example.com/product/7319673712017?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Purina Grain Free Bajspåsar;7357349881430;1062,56;;http://example.com/product/7357349881430?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Bajspåsar
OLW Mjölkchoklad Chokladkaka 500ml;7328343330198;1186,38;;http://example.com/product/7328343330198?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Alvedon Mint Värktablett XL;7391833263812;2175,67;;http://example.com/product/7391833263812?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Bosch Winter Spolarvätska;7369796748459;1597,71;;http://example.com/product/7369796748459?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Philips Ultra Laptop 50ml;7371447568783;741,38;;http://example.com/product/7371447568783?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Laptop
Pepsi Saltad Läsk 2-pack;7360934776748;2301,96;;http://example.com/product/7360934776748?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Läsk
Gant Blue Jacka;7327062718120;1436,05;;http://example.com/product/7327062718120?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Jacka
Coca-Cola Zero Nötter;7331306360902;1309,49;;http://example.com/product/7331306360902?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Nötter
IKEA Soft Tvättmedel XL;7384335639886;1536,97;;http://example.com/product/7384335639886?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tvättmedel
Zoegas Dark Roast Ostbågar 500ml;7372943076038;1876,27;;http://example.com/product/7372943076038?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Star Nutrition Seamless Yogamatta 2-pack;7370191260598;902,14;;http://example.com/product/7370191260598?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Flux Original Värktablett XL;7315123094343;2155,48;;http://example.com/product/7315123094343?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Whey Träningstights 50ml;7368841392034;685,94;945,15;http://example.com/product/7368841392034?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Träningstights
Pedigree Adult Hundleksak;7373197735467;2098,10;3061,49;http://example.com/product/7373197735467?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Orijen Sensitive Hundfoder;7333706060167;1605,28;;http://example.com/product/7333706060167?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Coca-Cola Grill Chips;7319155112854;2678,49;;http://example.com/product/7319155112854?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chips
Dior Repair Schampo;7357003450334;1345,54;;http://example.com/product/7357003450334?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Schampo
Nivea Repair Ansiktskräm 2-pack;7356060847089;1157,51;1397,08;http://example.com/product/7356060847089?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Ansiktskräm
Dior Fresh Deodorant 2-pack;7374770279287;257,19;;http://example.com/product/7374770279287?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Deodorant
Estrella Original Chokladkaka;7313474640877;1003,13;;http://example.com/product/7313474640877?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Meguiars Extreme Avfettning;7343153363987;1786,17;2528,43;http://example.com/product/7343153363987?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Flux Kids Tandkräm;7322713245097;2389,39;;http://example.com/product/7322713245097?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tandkräm
OLW Saltad Chokladkaka;7399409411121;1091,81;;http://example.com/product/7399409411121?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Beckers 18V Målarfärg 50ml;7389635964481;1523,51;;http://example.com/product/7389635964481?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Sony Fast Tangentbord;7323509041781;1856,77;;http://example.com/product/7323509041781?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Adidas Black Klänning 500ml;7334180974066;1149,78;1590,50;http://example.com/product/7334180974066?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Klänning
Adidas Performance Vattenflaska 1kg;7373447144396;1414,96;2029,25;http://example.com/product/7373447144396?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Vattenflaska
Apple Ultra USB-kabel;7364948507777;1586,26;;http://example.com/product/7364948507777?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=USB-kabel
L'Oreal Gold Mascara 2-pack;7397676160692;1434,44;;http://example.com/product/7397676160692?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Mascara
DeWalt Set Arbetsbyxa;7382000156131;2632,47;;http://example.com/product/7382000156131?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Zoegas Original Kaffe 2-pack;7342013299909;1279,57;1913,48;http://example.com/product/7342013299909?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Logitech Pro Gaming Mus 2-pack;7340440415953;1838,95;;http://example.com/product/7340440415953?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Gaming Mus
Purina Beef Hundleksak 500ml;7312363686944;1401,11;;http://example.com/product/7312363686944?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Mobil1 Shine Bilvax;7340785970757;1603,45;;http://example.com/product/7340785970757?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Pepsodent Forte Värktablett 50ml;7346292571936;1190,90;;http://example.com/product/7346292571936?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Dry-Fit Sport-BH;7387144147961;1556,37;;http://example.com/product/7387144147961?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
Bosch Vit Målarfärg 500ml;7313593407120;2739,91;3534,13;http://example.com/product/7313593407120?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Pepsi Saltad Kaffe 1kg;7317983545199;615,61;;http://example.com/product/7317983545199?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Sony Bluetooth Skärmskydd 2-pack;7316582249854;706,72;;http://example.com/product/7316582249854?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Skärmskydd
Makita Pro Hammare;7311127015204;578,53;;http://example.com/product/7311127015204?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Pepsodent Gel Värktablett;7318030770939;1328,92;;http://example.com/product/7318030770939?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Värktablett
Gymshark Dry-Fit Löparskor 500ml;7343564523661;695,96;868,32;http://example.com/product/7343564523661?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Löparskor
Makita Heavy Duty Skruvdragare;7365866619314;915,73;;http://example.com/product/7365866619314?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
ACO Kids Vitaminer 1kg;7321478894298;1697,53;;http://example.com/product/7321478894298?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Vitaminer
H&M Black Jeans 500ml;7388656860466;1604,16;;http://example.com/product/7388656860466?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Jeans
Orijen Chicken Hundfoder;7318570964415;2153,86;;http://example.com/product/7318570964415?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundfoder
Gant Vintage Jeans;7378120853982;1335,75;1904,28;http://example.com/product/7378120853982?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Jeans
Zara Blue Skjorta;7336896522497;666,73;;http://example.com/product/7336896522497?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Skjorta
Jotun Matt Arbetsbyxa XL;7396218788198;2111,76;3133,10;http://example.com/product/7396218788198?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Arbetsbyxa
Electrolux Soft Kastrull;7320075887938;2069,83;;http://example.com/product/7320075887938?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kastrull
Gymshark Pro BCAA;7358595134646;859,37;;http://example.com/product/7358595134646?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=BCAA
Jotun Vit Såg;7380230630459;452,77;;http://example.com/product/7380230630459?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Bosch Nano Bilvax 500ml;7318446427686;1157,00;;http://example.com/product/7318446427686?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Whiskas Adult Kattmat;7347393572993;2265,79;3284,84;http://example.com/product/7347393572993?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Zara Summer T-shirt 2-pack;7349633684157;2835,54;;http://example.com/product/7349633684157?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Bosch Vit Skruvdragare 500ml;7352390820703;914,93;;http://example.com/product/7352390820703?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Skruvdragare
OLW Grill Chokladkaka;7317225263560;329,66;;http://example.com/product/7317225263560?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Chokladkaka
Mobil1 Shine Bilvax;7357698995008;1260,87;;http://example.com/product/7357698995008?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Bilvax
Yes Power LED Lampa 500ml;7327883217944;54,27;;http://example.com/product/7327883217944?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=LED Lampa
Dogman Sensitive Hundleksak 1kg;7351728218779;1657,37;2228,86;http://example.com/product/7351728218779?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hundleksak
Mobil1 5W-30 Avfettning 2-pack;7318504810647;824,21;;http://example.com/product/7318504810647?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Avfettning
Berocca Daily Plåster;7365659712035;546,49;;http://example.com/product/7365659712035?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Adidas Seamless Yogamatta;7311761843242;384,26;;http://example.com/product/7311761843242?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
Turtle Wax 5W-30 Motorolja;7343411809459;1818,22;;http://example.com/product/7343411809459?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Motorolja
Bosch Set Hammare;7392170895899;380,22;;http://example.com/product/7392170895899?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Hammare
Marabou Zero Kaffe 1kg;7348151439416;887,36;;http://example.com/product/7348151439416?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kaffe
Makita Set Tumstock;7387567034306;1038,64;;http://example.com/product/7387567034306?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tumstock
Sony Bluetooth Tangentbord 1kg;7395874168035;819,36;;http://example.com/product/7395874168035?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Tangentbord
Bosch Pro Målarfärg;7332333521235;828,72;;http://example.com/product/7332333521235?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Målarfärg
Star Nutrition Isolate Sport-BH;7328523662669;1174,11;;http://example.com/product/7328523662669?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Sport-BH
DeWalt Matt Såg;7337027236389;1893,89;;http://example.com/product/7337027236389?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Såg
Berocca Gel Plåster 500ml;7374000338371;621,91;;http://example.com/product/7374000338371?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Plåster
Purina Chicken Kattmat 50ml;7398060973662;957,22;;http://example.com/product/7398060973662?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Kattmat
Levi's Classic T-shirt 500ml;7326599451125;35,77;42,98;http://example.com/product/7326599451125?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=T-shirt
Turtle Wax Shine Spolarvätska;7358103903978;2141,12;;http://example.com/product/7358103903978?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Spolarvätska
Pepsi Zero Ostbågar;7331562310915;1581,19;;http://example.com/product/7331562310915?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Ostbågar
Star Nutrition Seamless Yogamatta 500ml;7344987474033;257,16;;http://example.com/product/7344987474033?store=Nordicfeel;https://placehold.co/400x400/e2e8f0/1e293b?text=Yogamatta
